bank_loan_id,property_type_code,occupancy_code,city,us_state,zipcode,fico,current_FICO_score,current_interest_rate,original_amount,original_term,original_appraisal_amount,remaining_term,amortized_term,current_principal_balance
577692,CO,AB,Washington,DC,20570,662,662,0.11100392405270254,96000,180,100000,151,180,89079.2744565
578797,CO,AB,Cross Fork,PA,17729,698,739,0.04937087875370917,121000,180,132000,145,180,103906.187984
579651,CO,AB,Palestine,OH,45352,731,706,0.09662481529451417,270750,240,301000,154,240,224813.422338
579914,CO,AB,Frierson,LA,71027,527,478,0.03873883788965673,571000,300,608000,242,300,498985.888371
580332,CO,AB,Elderton,PA,15736,778,816,0.07978555259150392,418250,240,515000,166,240,350472.946797
581223,CO,AB,Pensacola,FL,32508,648,602,0.07365258809641406,486500,300,582000,221,300,429113.25711
581840,CO,AB,Schleswig,IA,51461,528,526,0.11288565331502838,443500,300,550000,285,300,439211.089712
582962,CO,AB,Fraser,CO,80442,685,691,0.05676144192994814,181000,300,220000,269,300,171859.304352
584071,CO,AB,Houston,TX,77269,773,738,0.09913592599787069,225750,240,301000,161,240,192435.559388
584295,CO,AB,Toledo,OH,43604,635,644,0.05759981531772334,152000,180,160000,156,180,138465.270985
585283,CO,AB,Magnolia,IL,61336,750,714,0.07821054757982049,68000,180,72000,163,180,64423.1695733
586044,CO,AB,Keystone Heights,FL,32656,757,739,0.04607869760223379,244250,180,303000,143,180,206792.25929
587005,CO,AB,Sandy Hook,KY,41171,724,771,0.09319724097934752,423750,300,441000,271,300,412146.433054
587261,CO,AB,Romeo,CO,81148,487,442,0.08289271871767245,233750,240,269000,176,240,203072.561287
587442,CO,AB,Sumas,WA,98295,745,791,0.09076996342246693,320500,300,418000,203,300,280312.771687
588380,CO,AB,North Fairfield,OH,44855,727,766,0.10629937521651386,263250,240,299000,174,240,234782.562036
589487,CO,AB,Dunlevy,PA,15432,510,502,0.06764837813515091,71500,180,74000,112,180,52485.1633804
590475,CO,AB,Piedmont,WV,26750,548,525,0.0678209885675137,158750,300,193000,203,300,132641.831525
591276,CO,AB,Mulberry,FL,33860,681,719,0.08599010124328538,537000,240,548000,144,240,420765.538354
591810,CO,AB,Boswell,PA,15531,519,489,0.1034114013229929,283500,180,362000,113,180,223737.496653
592894,CO,AB,New Rochelle,NY,10804,552,552,0.10684344061859136,188000,180,236000,121,180,155141.962804
593102,CO,AB,Pocahontas,MS,39072,649,610,0.04662741212708071,412250,240,427000,147,240,295722.516696
594053,CO,AB,Cato,NY,13033,782,732,0.0693750312295375,541250,180,599000,114,180,403759.457429
594323,CO,AB,New Orleans,LA,70184,651,684,0.07010762540787147,165500,240,206000,149,240,127532.403271
594653,CO,AB,Pulaski,TN,38478,563,605,0.09726731311748354,282750,180,361000,172,180,276992.721808
594909,CO,AB,Burkeville,VA,23922,674,631,0.0691848883019424,346250,300,367000,225,300,305768.112434
595791,CO,AB,Brookport,IL,62910,686,703,0.0907477472461379,177000,300,188000,257,300,169111.716621
596875,CO,AB,Sibley,MO,64088,658,661,0.055115449205921,59750,240,73000,163,240,47131.6692349
597535,CO,AB,Le Mars,IA,51031,520,506,0.07305952956080486,60000,300,72000,202,300,50581.8013162
597949,CO,AB,Bakersville,NC,28705,491,457,0.10508055148748904,330750,180,397000,152,180,306705.944828
598665,CO,AB,Kirksville,MO,63501,722,672,0.07572285820886925,374250,300,463000,198,300,314135.938878
599518,CO,AB,Ferndale,WA,98248,796,834,0.062443281810285925,464250,180,487000,150,180,413631.830104
600237,CO,AB,Corfu,NY,14036,543,531,0.05017252460800275,325000,240,420000,154,240,243533.901801
600583,CO,AB,Florence,MO,65329,658,610,0.0996282004435905,518750,180,593000,174,180,511056.597491
601553,CO,AB,Corpus Christi,TX,78426,785,794,0.08584237882749857,86250,300,103000,297,300,86000.9692399
602423,CO,AB,Golden Meadow,LA,70357,640,590,0.05071500117241079,159500,240,202000,173,240,129765.914568
602585,CO,AB,Sherwood,WI,54169,600,554,0.0877262273466515,357250,180,435000,161,180,337685.168726
602795,CO,AB,Flint,MI,48532,749,784,0.09409913582150248,126500,300,166000,235,300,117612.745484
603127,CO,AB,Berkley,MA,02779,516,548,0.06518283492270022,58000,300,68000,290,300,57208.5187497
603287,CO,AB,Washington,DC,20244,519,489,0.09441117095477222,328500,180,362000,158,180,308551.086454
604387,CO,AB,Akron,OH,44372,730,756,0.04053381847814502,462750,180,609000,149,180,401672.418984
604845,CO,AB,Cook Springs,AL,35052,555,529,0.1066855857879752,153500,180,186000,134,180,133819.239263
605380,CO,AB,Salinas,CA,93912,505,541,0.05915935411840441,495500,180,546000,118,180,371407.896239
605808,CO,AB,Olmstedville,NY,12857,777,814,0.09263627267264324,178250,300,215000,285,300,175840.318771
606197,CO,AB,Oscar,LA,70762,616,581,0.09118561283463125,106000,240,120000,200,240,98724.2166729
607228,CO,AB,Kendall,MI,49062,601,616,0.10552781296106122,445250,240,583000,200,240,419232.320687
607569,CO,AB,Jeanerette,LA,70544,757,784,0.10848622699970775,516500,300,550000,254,300,497414.924617
608516,CO,AB,Cripple Creek,VA,24322,793,834,0.10873352583205319,315750,300,341000,290,300,313616.556602
609228,CO,AB,Lick Creek,KY,41540,508,484,0.08471046062394391,529000,180,612000,113,180,403965.8177
610306,CO,AB,Junction,IL,62954,688,679,0.050473933277341426,160250,240,187000,182,240,134840.605771
611339,CO,AB,Brunswick,NC,28424,709,755,0.09884890627979967,91500,240,118000,160,240,77726.9458201
611964,CO,AB,Hunker,PA,15639,586,567,0.0710381911625218,200500,180,242000,115,180,150979.568077
612880,CO,AB,Moline,KS,67353,776,782,0.06674456149140785,306750,300,341000,198,300,252228.823412
613169,CO,AB,Kutztown,PA,19530,689,685,0.0949422242819605,308500,240,338000,186,240,279425.894995
613980,CO,AB,Kennedy,AL,35574,551,517,0.04564141493119658,378250,180,451000,173,180,367860.627944
614148,CO,AB,Kansas City,MO,64101,767,774,0.040926731155722616,97250,240,123000,199,240,85724.2001423
614852,CO,AB,Charlotte,NC,28230,655,647,0.10223755615087471,111750,300,133000,273,300,109300.680885
615765,CO,AB,Gridley,KS,66852,728,744,0.09539902528116245,243250,180,299000,143,180,217038.623634
616261,CO,AB,Oxford,NJ,07863,524,530,0.06830213546611459,133250,300,139000,284,300,130428.083007
617123,CO,AB,New Orleans,LA,70140,638,664,0.09521609164084145,249250,180,255000,153,180,230415.714699
617954,CO,AB,Montgomery,AL,36102,523,568,0.08730152919171368,272250,240,343000,207,240,256581.526139
618480,CO,AB,East Waterford,PA,17021,720,677,0.09724513044712421,70500,180,90000,148,180,64156.2985839
619444,CO,AB,Montgomery,AL,36112,601,637,0.050006120333342126,118750,300,133000,287,300,116092.109162
620458,CO,AB,Houston,TX,77273,620,610,0.07136031353002564,244750,180,321000,168,180,235287.470221
621213,CO,AB,Jacksonville,IL,62651,507,482,0.07895421021265141,74000,180,88000,179,180,73784.1621226
622190,CO,AB,Three Mile Bay,NY,13693,676,695,0.06035648535232274,251500,180,278000,109,180,178148.552647
622429,CO,AB,El Paso,TX,79930,794,788,0.09465946423619148,404750,180,465000,163,180,386173.504749
623369,CO,AB,Atlanta,GA,30358,497,493,0.05878887527790856,155000,300,164000,197,300,124567.416405
623531,CO,AB,Ava,OH,43711,666,678,0.06446891662253444,90500,240,102000,161,240,72283.7038554
623870,CO,AB,Glenolden,PA,19036,533,497,0.07275141663779319,218500,300,250000,186,300,176260.581702
624645,CO,AB,Pico Rivera,CA,90662,739,739,0.07462315882988653,404750,240,529000,184,240,355737.888742
624811,CO,AB,North Charleston,SC,29405,790,758,0.11296419920250167,133000,300,172000,297,300,132757.338951
625443,CO,AB,Mount Holly Springs,PA,17065,664,652,0.056128315983476854,179000,180,212000,159,180,164998.8155
625615,CO,AB,Gresham,NE,68367,522,546,0.06437376594510295,262250,180,299000,139,180,222534.780056
626344,CO,AB,Ravia,OK,73455,648,675,0.08708629680974334,258750,240,317000,172,240,223571.396833
627249,CO,AB,Jackson,MS,39296,553,546,0.07082968758815536,348500,180,422000,148,180,310176.306732
628338,CO,AB,Owasso,OK,74055,543,567,0.08119579650113781,375250,240,463000,176,240,325185.970009
628596,CO,AB,Hillburn,NY,10931,541,581,0.1026352747724549,447250,300,591000,300,300,447250.0
629711,CO,AB,Springtown,TX,76082,673,682,0.0596235319808245,185750,300,205000,220,300,159346.068171
630575,CO,AB,Austin,CO,81410,756,745,0.07799747873642182,492000,240,544000,221,240,474742.891002
630890,CO,AB,Dunkerton,IA,50626,653,659,0.08637469650639468,128250,180,131000,161,180,121147.98036
631438,CO,AB,Charleston,WV,25311,707,734,0.09712471176155903,435500,300,542000,282,300,428850.521189
632439,CO,AB,Leon Junction,TX,76552,539,500,0.056832471635834284,478500,240,498000,209,240,442693.308818
